ID Estacion,Autoridad Ambiental,Estacion,Latitud,Longitud,Variable,Unidades,Tiempo de exposición (horas),a�o,Promedio,Suma,No. de datos,Representatividad Temporal,Excedencias limite actual,Porcentaje excedencias limite actual,Mediana,Percentil 98,Maximo,Fechas/horas del maximo,Minimo,Fechas/horas del mi�nimo,Dias de excedencias,Codigo del Departamento,Nombre del Departamento,Codigo del Municipio,Nombre del Municipio,Tipo de Estacion
"9,049",CORPOCESAR,ZM11 MINGUILLO,9.940778,-73.500592,PM10,ugm3,24,"2,011",17.5,"1,138.19",65,53,0,0,17.9,32.6,37.5,7/4/2011,3,3/12/2011,0,20,CESAR,20621,LA PAZ,Fija
"30,423",CORANTIOQUIA,CA. BELLO 2011,6.316667,-75.538333,PM10,ugm3,24,"2,011",17.8,89.14,5,4,0,0,16.6,26.6,26.9,21/12/2011,7.4,27/12/2011,0,5,ANTIOQUIA,5088,BELLO,Indicativa
"9,052",CORPOCESAR,ZM14 ESTADOS UNIDOS,9.626389,-73.209694,PM10,ugm3,24,"2,011",14.9,567.61,38,31,0,0,12.5,38,39.5,14/08/2011,2,3/12/2011,0,20,CESAR,20045,BECERRIL,Fija
"8,241",CORNARE,ZONA FRANCA,6.152354,-75.418438,PM10,ugm3,24,"2,011",16.6,"1,028.88",62,17,0,0,14,34.2,38.9,24/01/2011,6.5,26/06/2011,0,5,ANTIOQUIA,5615,RIONEGRO,Indicativa
"30,420",CORANTIOQUIA,CA. STA. ELENA 2011,6.210278,-75.497778,PM10,ugm3,24,"2,011",18.3,128,7,4,0,0,15,30.5,31,16/03/2011,12,12/3/2011,0,5,ANTIOQUIA,5001,MEDELLÍN,Indicativa
"9,025",AMVA,ÉXITO SAN ANTONIO,6.249333,-75.57025,PM10,ugm3,1,"2,012",50.1,"340,506.75","6,791",77,0,0,46,106.6,248.5,1/2/2012 13:00,5.5,26/08/2012 16:00,0,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"9,025",AMVA,ÉXITO SAN ANTONIO,6.249333,-75.57025,PM10,ugm3,24,"2,012",50.1,"14,082.22",281,77,1,0.36,50.3,78.7,106.6,10/3/2012 0:00,13.4,26/08/2012 0:00,1,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"8,805",CORPONARIÑO,UNIMAR,1.223796,-77.283628,PM10,ugm3,24,"2,011",19.5,"2,257.88",116,95,0,0,18.3,51.8,62.5,6/1/2011,1.2,3/1/2011,0,52,NARIÑO,52001,PASTO,Fija
"26,178",CORPAMAG,ZUANA,11.140901,-74.226548,PM10,ugm3,24,"2,011",20.7,"1,301.90",63,52,0,0,19.3,35.5,40.4,31/03/2011,11.9,24/04/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"26,182",CORPAMAG,ALCATRACES,11.085883,-74.217418,PM10,ugm3,24,"2,011",20.9,"2,025.10",97,80,0,0,19.4,38.9,44.8,4/3/2011,10.2,1/3/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"9,144",CRQ,COMFENALCO,4.535556,-75.671111,PM10,ugm3,24,"2,011",21.2,"1,360",64,18,0,0,22,26,26,02/02/2011 - 03/02/2011 - 26/02/2011,15,16/01/2011,0,63,QUINDÍO,63001,ARMENIA,Fija
"99,999",CORPOCALDAS,LICORERA,5.068541,-75.517201,PM10,ugm3,24,"2,011",21.5,"2,296.39",107,88,0,0,21.6,34.4,37.4,8/9/2011,7.1,23/04/2011,0,17,CALDAS,17001,MANIZALES,Fija
"19,664",CARDER,RÍO RISARALDA,4.930789,-75.863733,PM10,ugm3,24,"2,011",21.7,"1,304.82",60,49,0,0,20.6,43.7,44.1,1/8/2011,5.2,23/12/2011,0,66,RISARALDA,66400,LA VIRGINIA,Fija
"30,004",DAGMA,ERA OBRERO,3.450419,-76.522267,PM10,ugm3,1,"2,011",21.7,"146,899","6,784",77,0,0,16,74,125,10/5/2011 10:00,1,17/09/2011 03:00:00 - continúa...,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"26,185",CORTOLIMA,CLÍNICA TOLIMA,4.441631,-75.2414,PM10,ugm3,24,"2,011",22.1,"2,278",103,84,0,0,21,33,36,18/07/2011,12,6/11/2011,0,73,TOLIMA,73001,IBAGUÉ,Fija
"9,019",CRC,EDIFICIO EDGAR NEGRET,2.445161,-76.605444,PM10,ugm3,24,"2,011",22.1,642.07,29,16,0,0,20,40.5,43.3,17/09/2011,9.6,29/08/2011,0,19,CAUCA,19001,POPAYÁN,Fija
"30,004",DAGMA,ERA OBRERO,3.450419,-76.522267,PM10,ugm3,24,"2,011",22.1,"6,060.89",274,75,0,0,22.1,46,51.3,10/5/2011 0:00,1.9,22/04/2011 0:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"30,421",CORANTIOQUIA,CA. AMAGA 2011,6.020556,-75.699722,PM10,ugm3,24,"2,011",22.3,156,7,6,0,0,20,30.8,31,5/12/2011,14,18/11/2011,0,5,ANTIOQUIA,5030,AMAGÁ,Indicativa
"9,148",CORNARE,RIONEGRO-IMUSA,6.18,-75.3675,PM10,ugm3,24,"2,011",22.8,547.8,24,20,0,0,22.4,33,33.5,2/11/2011,12.7,5/11/2011,0,5,ANTIOQUIA,5615,RIONEGRO,Indicativa
"26,175",CORPAMAG,CLUB SANTA MARTA,11.240446,-74.216389,PM10,ugm3,24,"2,011",23.5,"2,255.50",96,79,0,0,21.6,46.6,54.6,23/12/2011,10.9,11/6/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"9,053",CORPOCESAR,ESTACIÓN CHIRIGUANÁ,9.363639,-73.607083,PM10,ugm3,24,"2,011",24.7,"8,359.43",338,93,0,0,22,51.6,64.9,28/12/2011,6,13/07/2011,0,20,CESAR,20178,CHIRIGUANÁ,Fija
"8,239",CORNARE,HOSPITAL GUARNE,6.281944,-75.444722,PM10,ugm3,24,"2,011",25.4,"1,425.16",56,46,0,0,24,46.1,47.2,24/01/2011,13.1,18/10/2011,0,5,ANTIOQUIA,5318,GUARNE,Indicativa
"9,050",CORPOCESAR,RINCÓN HONDO,9.393972,-73.490083,PM10,ugm3,24,"2,011",25.9,"2,719.41",105,86,0,0,23.6,62.4,67.1,3/2/2011,5.3,20/08/2011,0,20,CESAR,20178,CHIRIGUANÁ,Fija
"26,180",CORPAMAG,CARBOGRANELES,11.108296,-74.223872,PM10,ugm3,24,"2,011",26.1,"2,762.10",106,87,0,0,24,54,56.1,15/04/2011,10.9,09/04/2011 - 06/09/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"9,117",CAM,CAM NORTE,2.9625,-75.297467,PM10,ugm3,24,"2,011",26.4,"3,328.03",126,69,0,0,23.7,59,76,20/02/2011,5.3,6/12/2011,0,41,HUILA,41001,NEIVA,Fija
"9,027",CORPOCESAR,LA LOMA 2,9.614,-73.589389,PM10,ugm3,24,"2,011",26.4,"2,662.06",101,83,0,0,23,54.3,67.9,17/03/2011,8.6,15/07/2011 - 13/10/2011,0,20,CESAR,20250,EL PASO,Fija
"9,140",CORTOLIMA,PAYANDÉ,4.297486,-75.097144,PM10,ugm3,24,"2,011",26.4,238,9,7,0,0,25,33.5,34,25/01/2011,22,13/01/2011,0,73,TOLIMA,73678,SAN LUIS,Indicativa
"26,181",CORPAMAG,DON JACA,11.098474,-74.218844,PM10,ugm3,24,"2,011",26.9,"2,743.50",102,84,0,0,25.4,50.8,56.9,6/4/2011,12,18/10/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"9,041",CORPOCESAR,LA PALMITA,9.504139,-73.405389,PM10,ugm3,24,"2,011",27,"2,646.58",98,80,0,0,23.1,61,82.2,3/2/2011,9.2,30/07/2011,0,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"8,978",CORPOGUAJIRA,CONEJO,10.782556,-72.796139,PM10,ugm3,24,"2,011",27,"4,290.93",159,87,0,0,24.8,71.6,85.4,17/04/2011,4.7,22/11/2011,0,44,LA GUAJIRA,44279,FONSECA,Fija
"9,043",CORPOCESAR,LA AURORA,9.466028,-73.550833,PM10,ugm3,24,"2,011",27.2,"3,177.99",117,96,0,0,22.9,66.8,77.8,19/01/2011,3.4,25/09/2011,0,20,CESAR,20178,CHIRIGUANÁ,Fija
"30,003",CORPOCESAR,BOMBEROS,10.468622,-73.257642,PM10,ugm3,24,"2,011",28,"3,382.62",121,99,0,0,26.5,54.5,66.2,7/4/2011,10.4,27/11/2011,0,20,CESAR,20001,VALLEDUPAR,Fija
"8,984",CORPOGUAJIRA,LOS REMEDIOS,11.099333,-72.542028,PM10,ugm3,24,"2,011",28.1,"4,360.11",155,85,0,0,25.4,75.7,84.3,13/04/2011,4.5,1/1/2011,0,44,LA GUAJIRA,44035,ALBANIA,Fija
"26,177",CORPAMAG,MOLINOS SANTA MARTA,11.19459,-74.193361,PM10,ugm3,24,"2,011",28.5,"1,225.70",43,35,0,0,26.4,48.7,57.1,30/09/2011,18.1,3/9/2011,0,47,MAGDALENA,47001,SANTA MARTA,Fija
"8,986",DAGMA,LA FLORA,3.490514,-76.521225,PM10,ugm3,24,"2,011",29.2,"9,191.89",315,86,0,0,27.7,58.6,79.5,9/8/2011 0:00,4.2,25/05/2011 0:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"26,184",CORPAMAG,COSTA VERDE,11.022095,-74.246364,PM10,ugm3,24,"2,011",29.3,"2,840",97,80,0,0,28,50.4,57.9,28/03/2011,11.5,18/09/2011,0,47,MAGDALENA,47189,CIÉNAGA,Fija
"8,986",DAGMA,LA FLORA,3.490514,-76.521225,PM10,ugm3,1,"2,011",29.4,"228,540.40","7,768",89,0,0,24.8,85,227.4,12/9/2011 15:00,0.3,22/04/2011 04:00:00 - 16/12/2011 14:00:00,0,76,VALLE DEL CAUCA,76001,CALI,Fija
"8,972",CORPOGUAJIRA,CHANCLETA,11.053278,-72.674833,PM10,ugm3,24,"2,011",29.5,"4,695.83",159,87,0,0,27.6,66.3,81.2,8/7/2011,5,1/1/2011,0,44,LA GUAJIRA,44078,BARRANCAS,Fija
"9,056",CORPOCESAR,ESTACIÓN BECERRIL,9.702167,-73.279222,PM10,ugm3,24,"2,011",30.2,"3,226.18",107,88,0,0,29.3,72.4,75.3,16/01/2011,3,3/12/2011,0,20,CESAR,20045,BECERRIL,Fija
"30,425",CORANTIOQUIA,CA. SAN JERONIMO 2011,6.441667,-75.7275,PM10,ugm3,24,"2,011",30.9,246.88,8,7,0,0,31.3,39.8,40.3,4/11/2011,20.1,13/11/2011,0,5,ANTIOQUIA,5656,SAN JERÓNIMO,Indicativa
"9,085",AMVA,HOSPITAL S.V. PAUL,6.436,-75.333431,PM10,ugm3,24,"2,011",31,"2,723.68",88,72,0,0,29.1,69.5,86.9,8/6/2011,8.6,2/11/2011,0,5,ANTIOQUIA,5079,BARBOSA,Fija
"9,026",CORPOCESAR,LA LOMA CENTRO,9.614167,-73.604444,PM10,ugm3,24,"2,011",32.8,"3,144.42",96,79,0,0,30.5,66.8,81.5,31/01/2011,9.2,12/11/2011,0,20,CESAR,20250,EL PASO,Fija
"9,103",AMVA,EST-CENTRO ADTVO.,6.158139,-75.641583,PM10,ugm3,24,"2,011",33.2,"2,857.71",86,70,0,0,32.6,52.2,53.9,25/08/2011,13.2,15/05/2011,0,5,ANTIOQUIA,5380,LA ESTRELLA,Fija
"8,980",CORPOGUAJIRA,PAPAYAL_CG,10.995389,-72.774,PM10,ugm3,24,"2,011",33.9,"5,355.69",158,87,0,0,32.2,70.8,95.2,17/04/2011,3.4,27/02/2011,0,44,LA GUAJIRA,44078,BARRANCAS,Fija
"8,975",CORPOGUAJIRA,ROCHE,11.077528,-72.649528,PM10,ugm3,24,"2,011",34,"5,311.75",156,86,0,0,31.8,79.7,97.3,13/04/2011,6,23/02/2011,0,44,LA GUAJIRA,44078,BARRANCAS,Fija
"99,999",CARDER,PEREIRA-CARDER,4.807208,-75.71925,PM10,ugm3,24,"2,011",34.1,"2,047.29",60,49,0,0,36.4,72.7,76.5,25/08/2011,7.4,23/12/2011,0,66,RISARALDA,66001,PEREIRA,Fija
"9,101",AMVA,HOSPITAL STA. MARG.,6.352639,-75.508139,PM10,ugm3,24,"2,011",34.3,"3,016.66",88,72,0,0,34.1,54.4,56.4,30/05/2011,4.9,20/06/2011,0,5,ANTIOQUIA,5212,COPACABANA,Fija
"8,206",CDMB,NORTE,7.148773,-73.134865,PM10,ugm3,1,"2,011",34.4,"279,888.25","8,125",93,0,0,28.9,93.7,193.8,18/03/2011 8:00,1.4,1/2/2011 5:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"8,206",CDMB,NORTE,7.148773,-73.134865,PM10,ugm3,24,"2,011",34.4,"11,620.40",338,93,0,0,33.1,57.6,77.9,18/03/2011 0:00,18.7,19/11/2011 0:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"99,999",AMVA,ITA-PLANTA TRATAMIENTO,6.193806,-75.59125,PM10,ugm3,24,"2,011",34.5,"2,897.82",84,69,0,0,33.4,54.7,77.4,19/08/2011,17.9,18/09/2011,0,5,ANTIOQUIA,5360,ITAGÜÍ,Fija
"30,422",CORANTIOQUIA,CA. BARBOSA 2011,6.406389,-75.392222,PM10,ugm3,24,"2,011",34.7,208,6,3,0,0,33.5,45,45,22/02/2011 - 25/02/2011,22,2/2/2011,0,5,ANTIOQUIA,5079,BARBOSA,Indicativa
"8,204",CDMB,CIUDADELA,7.106365,-73.123611,PM10,ugm3,1,"2,011",36.1,"307,673.75","8,531",97,0,0,33.6,73.2,140.3,27/02/2011 8:00,0.6,28/07/2011 17:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"8,204",CDMB,CIUDADELA,7.106365,-73.123611,PM10,ugm3,24,"2,011",36.1,"12,677.49",351,96,0,0,35.1,55.8,70.2,18/03/2011 0:00,17,12/10/2011 0:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"8,211",SDA,GUAYMARAL,4.783733,-74.043783,PM10,ugm3,24,"2,011",36.3,"12,411.98",342,94,0,0,35.4,61.7,72.4,20/05/2011 0:00,13.6,12/6/2011 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,211",SDA,GUAYMARAL,4.783733,-74.043783,PM10,ugm3,1,"2,011",36.4,"296,140.33","8,138",93,0,0,32,88.8,190.7,4/2/2011 10:00,3.8,27/06/2011 5:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"9,054",CORPOCESAR,ZM17 EL PRADO,9.671139,-73.460806,PM10,ugm3,24,"2,011",37.3,"1,194.33",32,26,0,0,35.1,66.9,86.5,7/4/2011,13.2,24/06/2011,0,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"8,973",CORPOGUAJIRA,HATONUEVO,11.063917,-72.76625,PM10,ugm3,24,"2,011",37.3,"5,935.01",159,87,0,0,35.1,69.6,96.4,8/7/2011,6.7,17/05/2011,0,44,LA GUAJIRA,44378,HATO NUEVO,Fija
"9,020",AMVA,I.E. COL. COLOMBIA,6.378517,-75.443986,PM10,ugm3,24,"2,011",37.4,"12,688.18",339,93,0,0,37.1,55,68.6,15/03/2011 0:00,15.8,22/04/2011 0:00,0,5,ANTIOQUIA,5308,GIRARDOTA,Fija
"8,213",SDA,C. ALTO RENDIMIENTO,4.658467,-74.083967,PM10,ugm3,1,"2,011",37.4,"299,468.33","7,998",91,0,0,31.8,104.2,193.3,22/08/2011 11:00,1.3,20/07/2011 21:00:00 - 21/07/2011 07:00:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"9,020",AMVA,I.E. COL. COLOMBIA,6.378517,-75.443986,PM10,ugm3,1,"2,011",37.5,"306,468.28","8,163",93,0,0,35,83,411,23/04/2011 4:00,2,23/04/2011 2:00,0,5,ANTIOQUIA,5308,GIRARDOTA,Fija
"8,213",SDA,C. ALTO RENDIMIENTO,4.658467,-74.083967,PM10,ugm3,24,"2,011",37.7,"11,900.52",316,87,0,0,35.7,74,86.4,2/8/2011 0:00,6.5,12/6/2011 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"30,424",CORANTIOQUIA,CA. COPACABANA 2011,6.378611,-75.486944,PM10,ugm3,24,"2,011",38.4,384,10,5,0,0,39.5,61.8,65,15/10/2011,13,18/09/2011,0,5,ANTIOQUIA,5212,COPACABANA,Indicativa
"9,042",CORPOCESAR,LA JAGUA CENTRO,9.559417,-73.329667,PM10,ugm3,24,"2,011",38.6,"4,401.97",114,93,1,0.88,35.1,87.2,101.7,3/2/2011,8.4,10/10/2011,1,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"9,172",CAR,MADRID-PTAR I,4.724619444,-74.25440833,PM10,ugm3,24,"2,011",38.7,"5,537.57",143,79,0,0,37.5,57.5,64.1,28/08/2011,14.9,1/6/2011,0,25,CUNDINAMARCA,25430,MADRID,Fija
"8,245",CAR,SOACHA-LADRILLERA SANTAFÉ,4.5763093,-74.21416596,PM10,ugm3,24,"2,011",38.7,"5,538.45",143,79,0,0,38,57,62.1,27/11/2011,18.8,4/12/2011,0,25,CUNDINAMARCA,25754,SOACHA,Fija
"9,057",AMVA,CAL-PLAZA MERCADO (S),6.094611,-75.638,PM10,ugm3,24,"2,011",39,"3,354.84",86,70,0,0,39.2,59.1,60.2,25/08/2011,20.1,30/04/2011,0,5,ANTIOQUIA,5129,CALDAS,Fija
"8,981",CORPOGUAJIRA,PROVINCIAL_CG,11.024,-72.737556,PM10,ugm3,24,"2,011",39.5,"6,322.70",160,88,0,0,36.8,77.2,99.3,17/04/2011,6.8,17/05/2011,0,44,LA GUAJIRA,44078,BARRANCAS,Fija
"19,662",CARDER,BALALAIKA,4.831314,-75.680569,PM10,ugm3,24,"2,011",39.8,"2,387",60,49,0,0,39.5,61.5,63.3,23/11/2011,14.1,18/10/2011,0,66,RISARALDA,66170,DOSQUEBRADAS,Fija
"8,246",CAR,HOSPITAL,4.584585267,-74.21987793,PM10,ugm3,24,"2,011",40.1,"5,729.58",143,79,0,0,42.3,57.1,58.7,10/2/2011,16.6,20/05/2011,0,25,CUNDINAMARCA,25754,SOACHA,Fija
"8,207",SDA,USAQUÉN,4.71035,-74.030417,PM10,ugm3,1,"2,011",40.3,"158,971.97","3,947",45,0,0,32.3,102,175.2,1/11/2011 10:00,7.7,27/09/2011 3:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"30,018",CVC,BUENAVENTURA,3.889722,-77.068972,PM10,ugm3,24,"2,011",40.4,"1,897.55",47,39,0,0,36.2,95.9,100,13/08/2011,7.6,30/10/2011,0,76,VALLE DEL CAUCA,76109,BUENAVENTURA,Fija
"9,044",CORPOCESAR,BOQUERÓN,9.631167,-73.422944,PM10,ugm3,24,"2,011",40.5,"3,850.43",95,78,3,3.16,39,102.4,113.9,16/01/2011,8.8,1/1/2011,3,20,CESAR,20400,LA JAGUA DE IBIRICO,Fija
"28,202",SDA,SAN CRISTÓBAL,4.57265,-74.0838,PM10,ugm3,1,"2,011",40.5,"303,985.33","7,510",86,0,0,31.3,121.7,259.8,12/1/2011 12:00,3,6/3/2011 6:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"28,202",SDA,SAN CRISTÓBAL,4.57265,-74.0838,PM10,ugm3,24,"2,011",40.5,"12,392.23",306,84,2,0.65,35,88.1,111.9,22/01/2011 0:00,13.3,21/12/2011 0:00,2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,207",SDA,USAQUÉN,4.71035,-74.030417,PM10,ugm3,24,"2,011",40.5,"6,396.99",158,43,0,0,38.5,70.4,73.8,4/11/2011 0:00,15.4,10/7/2011 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"9,051",CORPOCESAR,EL HATILLO,9.64875,-73.570028,PM10,ugm3,24,"2,011",41.3,"4,335.40",105,86,3,2.86,36,105.6,137.5,3/2/2011,11,30/11/2011,3,20,CESAR,20250,EL PASO,Fija
"8,208",SDA,LAS FERIAS,4.6907,-74.082483,PM10,ugm3,24,"2,011",41.9,"14,764.32",352,96,0,0,41.4,74.1,88.5,20/05/2011 0:00,12,23/04/2011 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"19,661",CARDER,CENTRO TRADICIONAL,4.818333,-75.698889,PM10,ugm3,24,"2,011",42,"2,521.90",60,49,1,1.67,39.2,96,132.8,26/07/2011,8.3,3/5/2011,1,66,RISARALDA,66001,PEREIRA,Fija
"8,208",SDA,LAS FERIAS,4.6907,-74.082483,PM10,ugm3,1,"2,011",42,"353,718.83","8,418",96,0,0,37,104.8,198.5,2/8/2011 9:00,2.2,27/07/2011 2:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,254",CAR,COGUA-PTAR I,5.054945225,-73.97698601,PM10,ugm3,24,"2,011",42.1,"6,014.75",143,79,0,0,42.7,54.9,59.9,28/02/2011,22.9,22/11/2011,0,25,CUNDINAMARCA,25200,COGUA,Fija
"8,205",CDMB,FLORIDA,7.070666,-73.106482,PM10,ugm3,1,"2,011",42.1,"357,652.70","8,486",97,0,0,37.2,102.9,409.1,22/12/2011 22:00,2.8,12/2/2011 4:00,0,68,SANTANDER,68276,FLORIDABLANCA,Fija
"8,205",CDMB,FLORIDA,7.070666,-73.106482,PM10,ugm3,24,"2,011",42.2,"14,712.09",349,96,0,0,41,71.5,88,23/12/2011 0:00,22.7,21/04/2011 0:00,0,68,SANTANDER,68276,FLORIDABLANCA,Fija
"9,102",AMVA,CORANTIOQUIA,6.252472,-75.586083,PM10,ugm3,24,"2,011",43.4,"3,513.81",81,66,0,0,42,68.6,76,11/11/2011,24.6,26/06/2011,0,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"8,990",CORPOCALDAS,LICEO ISABEL LA CATÓLICA,5.068207,-75.511017,PM10,ugm3,24,"2,011",43.4,"3,685.74",85,70,0,0,43.5,63.9,67.9,26/11/2011,20.3,6/6/2011,0,17,CALDAS,17001,MANIZALES,Fija
"8,995",AMVA,MED-AGUINAGA,6.2531,-75.568636,PM10,ugm3,24,"2,011",43.5,"3,869.31",89,73,1,1.12,44.7,85.7,119.8,12/5/2011,10.1,17/07/2011,1,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"8,251",CAR,PATIO BONITO,5.129058937,-73.89588519,PM10,ugm3,24,"2,011",43.5,"6,222.48",143,79,0,0,43,63.3,71.6,26/02/2011,24,20/05/2011,0,25,CUNDINAMARCA,25486,NEMOCÓN,Fija
"8,250",CAR,PLANTA TIBITOC,4.976338889,-73.97035,PM10,ugm3,24,"2,011",43.9,"6,277.63",143,79,0,0,46.5,59.4,60.4,4/1/2011,17,20/12/2011,0,25,CUNDINAMARCA,25817,TOCANCIPÁ,Fija
"8,252",CAR,EMAFEZ,5.010012989,-74.00274345,PM10,ugm3,24,"2,011",44.3,"6,294.71",142,78,0,0,46.1,59.8,62.4,15/09/2011,19.7,20/07/2011,0,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,Fija
"8,970",CORPOGUAJIRA,BARRANCAS_CG,10.961139,-72.778194,PM10,ugm3,24,"2,011",44.7,"7,194.90",161,88,2,1.24,39.7,97.6,113.3,17/04/2011,8.4,23/05/2011,2,44,LA GUAJIRA,44078,BARRANCAS,Fija
"29,617",CAR,BRICEÑO,4.943088889,-73.96195833,PM10,ugm3,24,"2,011",44.8,"6,401.42",143,79,0,0,47.2,60.2,63,3/2/2011,23.7,31/05/2011,0,25,CUNDINAMARCA,25758,SOPÓ,Fija
"29,615",CAR,MANAS,4.957911483,-74.01097625,PM10,ugm3,24,"2,011",45,"6,393.44",142,78,0,0,46.5,61.6,63.6,1/3/2011,18.1,30/06/2011,0,25,CUNDINAMARCA,25126,CAJICÁ,Fija
"8,977",CORPOGUAJIRA,LAS CASITAS,10.949139,-72.742806,PM10,ugm3,24,"2,011",46.3,"7,227.99",156,86,7,4.49,41.5,119.2,175.8,5/4/2011,4.8,16/10/2011,7,44,LA GUAJIRA,44078,BARRANCAS,Fija
"8,248",CAR,SENA,4.687882774,-74.22254747,PM10,ugm3,24,"2,011",46.4,"6,585.87",142,78,0,0,48.3,62.2,66,26/02/2011,19.9,14/12/2011,0,25,CUNDINAMARCA,25473,MOSQUERA,Fija
"99,999",CAR,MOSQUERA-VILLA DEPORTIVA,4.7026875,-74.23194172,PM10,ugm3,24,"2,011",46.6,"6,670.68",143,79,0,0,48.5,59.4,63.1,11/9/2011,18,27/12/2011,0,25,CUNDINAMARCA,25473,MOSQUERA,Fija
"31,823",CVC,URBANO,3.411467,-76.347278,PM10,ugm3,24,"2,011",48.2,"2,120.21",44,36,0,0,49.1,82.6,93.5,27/09/2011,8.4,30/10/2011,0,76,VALLE DEL CAUCA,76130,CANDELARIA,Fija
"19,566",CAR,COLEGIO RAQUIRA,5.5374681,-73.63499965,PM10,ugm3,24,"2,011",48.3,"6,900.36",143,79,0,0,48.5,70.1,84.4,26/02/2011,23.6,1/10/2011,0,15,BOYACÁ,15600,RÁQUIRA,Fija
"9,002",AMVA,ITA-DITAIRES,6.171943,-75.631397,PM10,ugm3,1,"2,011",48.6,"373,301.76","7,681",88,0,0,45,108,264,12/1/2011 9:00,2,16/05/2011 17:00,0,5,ANTIOQUIA,5360,ITAGÜÍ,Fija
"9,002",AMVA,ITA-DITAIRES,6.171943,-75.631397,PM10,ugm3,24,"2,011",48.6,"15,457.77",318,87,0,0,49.1,72.9,77.4,23/02/2011 0:00,13.8,22/04/2011 0:00,0,5,ANTIOQUIA,5360,ITAGÜÍ,Fija
"20,385",CDMB,CABECERA,7.113131,-73.11047,PM10,ugm3,24,"2,011",48.9,"16,621.40",340,93,0,0,47.9,69.6,82.6,18/03/2011 0:00,23.4,27/06/2011 0:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"20,385",CDMB,CABECERA,7.113131,-73.11047,PM10,ugm3,1,"2,011",49,"406,817.27","8,297",95,0,0,44.5,113.4,232.2,18/06/2011 9:00,5.5,2/3/2011 6:00,0,68,SANTANDER,68001,BUCARAMANGA,Fija
"9,023",AMVA,POLITÉCNICO JIC,6.211806,-75.581111,PM10,ugm3,24,"2,011",49.2,"12,210.09",248,68,0,0,48.9,74.9,89,30/06/2011 0:00,10.7,22/04/2011 0:00,0,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"9,023",AMVA,POLITÉCNICO JIC,6.211806,-75.581111,PM10,ugm3,1,"2,011",49.6,"297,791","6,006",69,0,0,44,120,425,6/7/2011 18:00,1,23/04/2011 17:00:00 - 25/06/2011 20:00:00 - 03/07/2011 17:00:00 - 20/07/2011 20:00:00 - 24/07/2011 20:00:00 - 25/07/2011 20:00:00,0,5,ANTIOQUIA,5001,MEDELLÍN,Fija
"8,215",SDA,MINAMBIENTE,4.62555,-74.066867,PM10,ugm3,1,"2,011",50.4,"92,799","1,841",21,0,0,44,123.2,182,16/11/2011 14:00,9,31/10/2011 6:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"8,215",SDA,MINAMBIENTE,4.62555,-74.066867,PM10,ugm3,24,"2,011",50.5,"3,886.62",77,21,0,0,48.9,81.5,82.7,13/12/2011 0:00,20.9,24/12/2011 0:00,0,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Fija
"9,060",AMVA,POLITÉCNICO JIC (S),6.211806,-75.581111,PM10,ugm3,24,"2,011",50.6,"4,299.89",85,70,1,1.18,50,81.5,110.2,29/06/2011,8.1,18/09/2011,1,5,ANTIOQUIA,5001,MEDELLÍN,Fija
